id,question,gold,extractive,generative,score,margin,generative_truncated,extractive_token_f1,generative_token_f1,extractive_fuzzy,generative_fuzzy,route,hybrid_prediction,hybrid_token_f1,hybrid_fuzzy
55,জারবেরার টিস্যু কালচার চারা উৎপাদন ও পরিচর্যায় কী নির্দেশনা আছে?,বৈশিষ্ট্য সমূহ অধিক সংখ্যক সুস্থ সবল ও রোগমুক্ত জারবেরা চারা পাওয়া যায়।,উৎপাদিত জারবেরা চারা আকারে ছোট এবং এক রকম হওয়াতে পরিবহন খরচ কম।,উৎপাদিত জারবেরা চারা আকারে ছোট এবং এক রকম হওয়াতে পরিবহন খরচ কম। বৈশিষ্ট্য সমূহ অধিক সংখ্যক সুস্থ সবল ও রোগমুক্ত জারবেরা চারা পাওয়া যায়। মাতৃ গাছে,-1.7314453125,2.7060546875,True,0.16666666666666666,0.631578947368421,0.4148148148148148,1.0,generative,উৎপাদিত জারবেরা চারা আকারে ছোট এবং এক রকম হওয়াতে পরিবহন খরচ কম। বৈশিষ্ট্য সমূহ অধিক সংখ্যক সুস্থ সবল ও রোগমুক্ত জারবেরা চারা পাওয়া যায়। মাতৃ গাছে,0.631578947368421,1.0
64,মসুর অণুজীব সার প্রযুক্তির উপযোগিতা সম্পর্কে কী বলা হয়েছে?,বাংলাদেশের মসুর ডাল উৎপাদনকারী সকল এলাকাসমূহে ব্যবহার করা যাবে।,এ প্রযুক্তির মাধ্যমে মসুরের রোগ দমনের সাথে সাথে মসুর ডালের দানাও পরিপুষ্ট হয়।,বাংলাদেশের মসুর ডাল উৎপাদনকারী সকল এলাকাসমূহে মসুর অণুজীব সার প্রযুক্তি ব্যবহার করা যাবে।,-1.015625,5.4921875,False,0.09090909090909093,0.8181818181818181,0.3880597014925373,1.0,generative,বাংলাদেশের মসুর ডাল উৎপাদনকারী সকল এলাকাসমূহে মসুর অণুজীব সার প্রযুক্তি ব্যবহার করা যাবে।,0.8181818181818181,1.0
66,বারি চিনা-২-এর মাটি ও জমি নির্বাচন সম্পর্কে কী বলা হয়েছে?,বারি চিনা-২ উৎপাদন প্রযুক্তি জমি নির্বাচন ও তৈরি: পানি জমে না এমন বেলে দোআঁশ বা দোআঁশ মাটি চিনা চাষের জন্য উপযুক্ত।,বারি চিনা-২ উৎপাদন প্রযুক্তি জমি নির্বাচন ও তৈরি: পানি জমে না এমন বেলে দোআঁশ বা দোআঁশ মাটি চিনা চাষের জন্য উপযুক্ত।,বারি চিনা-২ উৎপাদন প্রযুক্তি জমি নির্বাচন ও তৈরি: পানি জমে না এমন বেলে দোআঁশ বা দোআঁশ মাটি চিনা চাষের জন্য উপযুক্ত।,4.0390625,12.1171875,False,1.0,1.0,1.0,1.0,extractive,বারি চিনা-২ উৎপাদন প্রযুক্তি জমি নির্বাচন ও তৈরি: পানি জমে না এমন বেলে দোআঁশ বা দোআঁশ মাটি চিনা চাষের জন্য উপযুক্ত।,1.0,1.0
67,চীনাবাদামের উপযোগী তাপমাত্রা সম্পর্কে কী তথ্য আছে?,চীনাবাদাম চাষে মধ্যম বৃষ্টিপাত (৫০০-১০০০ মি.মি.) ও তুলনামূলকভাবে অধিক তাপমাত্রা দরকার হয়।,চীনাবাদাম চাষে মধ্যম বৃষ্টিপাত (৫০০-১০০০ মি.মি.) ও তুলনামূলকভাবে অধিক তাপমাত্রা দরকার হয়।,চীনাবাদামের উপযোগী তাপমাত্রা ২০-৩৫ ডিগ্রি সে. পর্যন্ত হওয়া উচিত।,3.18359375,7.22265625,False,1.0,0.08333333333333333,1.0,0.5342465753424658,extractive,চীনাবাদাম চাষে মধ্যম বৃষ্টিপাত (৫০০-১০০০ মি.মি.) ও তুলনামূলকভাবে অধিক তাপমাত্রা দরকার হয়।,1.0,1.0
68,চিয়া চাষে সেচ কতটা প্রয়োজন?,চিয়া মূলত মরুভূমির উদ্ভিদ যা অল্প সেচে জন্মাতে পারে।,চিয়া মূলত মরুভূমির উদ্ভিদ যা অল্প সেচে জন্মাতে পারে।,চিয়া চাষে হলেও অবশ্যই ২-৩টি সেচ দিতে হবে।,1.064453125,3.642578125,False,1.0,0.1111111111111111,1.0,0.4516129032258065,extractive,চিয়া মূলত মরুভূমির উদ্ভিদ যা অল্প সেচে জন্মাতে পারে।,1.0,1.0
73,মেটে আলু চাষে বপন বা রোপণের দূরত্ব কত?,গিট থেকে গিটের দূরত্ব ২০ সে.মি. (মাটি থেকে ১ মিটার এর মধ্যে)।,রোপণ দূরত্ব ৮ মিটার × ৮ মিটার।,গিট থেকে গিটের দূরত্ব ২০ সে.মি. (মাটি থেকে ১ মিটার এর মধ্যে)।,0.77587890625,0.355712890625,False,0.21052631578947367,1.0,0.7741935483870968,1.0,generative,গিট থেকে গিটের দূরত্ব ২০ সে.মি. (মাটি থেকে ১ মিটার এর মধ্যে)।,1.0,1.0
77,বারি মরিচ-৬ সাধারণত কতদিনে জীবনচক্র সম্পন্ন করে?,খাওয়ার উপযোগী সংগ্রহকাল ১৫০-২৩০ দিন এবং বীজের জন্য জীবনকাল ২৫০-২৮০ দিন।,মরিচ একটি দীর্ঘ মেয়াদী ফসল এবং সারি থেকে সারির দূরত্ব বেশি হওয়ায় স্বল্প জীবনকালীন পাতা জাতীয় সবজি (৩০-৩৫ দিন) অতি সহজেই আন্তঃফসল হিসাবে চাষ করা হয়।,বারি মরিচ-৬ সাধারণত ১৫০-২৩০ দিনে জীবনচক্র সম্পন্ন করে।,-0.174072265625,3.097412109375,False,0.1,0.17391304347826086,0.36111111111111116,0.45,generative,বারি মরিচ-৬ সাধারণত ১৫০-২৩০ দিনে জীবনচক্র সম্পন্ন করে।,0.17391304347826086,0.45
78,বারি লটকন-২-এর ফলন কত?,ত্রিশ বছর বয়সী প্রতিটি গাছে গড় ফলের সংখ্যা ২৮৫৮ টি এবং ফলন প্রতি বছরে ৬১.৫৭ কেজি/ গাছ এবং ৯.৬১ টন/হেক্টর।,ত্রিশ বছর বয়সী প্রতিটি গাছে গড় ফলের সংখ্যা ২৮৫৮ টি এবং ফলন প্রতি বছরে ৬১.৫৭ কেজি/ গাছ এবং ৯.৬১ টন/হেক্টর।,বারি লটকন-২ ফলন প্রতি বছরে ৬১.৫৭ কেজি/ গাছ এবং ৯.৬১ টন/হেক্টর।,-4.05078125,2.95703125,False,1.0,0.6315789473684211,1.0,0.8823529411764706,generative,বারি লটকন-২ ফলন প্রতি বছরে ৬১.৫৭ কেজি/ গাছ এবং ৯.৬১ টন/হেক্টর।,0.6315789473684211,0.8823529411764706
79,জোয়ার সার প্রয়োগ সম্পর্কে কী বলা হয়েছে?,দ্বিতীয় ভাগ ইউরিয়া বীজ গজানোর ২৫-৩০ দিন পর উপরি প্রয়োগ করতে হয় তৃতীয় ভাগ গাছে ফুল আসার সময় দিতে হয়।,"জোয়ার এমন একটি ফসল যা কম উর্বর, অধিক কাদাযুক্ত অগভীর মাটি যেখানে ভুট্টা উৎপাদন সহজ নয় সে সকল জমিতে চাষাবাদ হয়।",সেচের ব্যবস্থা না থাকলে সমস্ত সার শেষ চাষের সময় প্রয়োগ করা উত্তম।,-1.9912109375,3.6533203125,False,0.047619047619047616,0.12121212121212123,0.375,0.4171779141104295,generative,সেচের ব্যবস্থা না থাকলে সমস্ত সার শেষ চাষের সময় প্রয়োগ করা উত্তম।,0.12121212121212123,0.4171779141104295
82,সুপারি চাষের জন্য কী ধরনের মাটি উপযোগী?,"সুপারি চাষের জন্য উর্বর ও মাঝারি ধরনের মাটি অর্থাৎ হালকা বুনটের মাটি উত্তম, তবে বেলে দো-আঁশ মাটি সবচেয়ে উপযোগী।","সুপারি চাষের জন্য উর্বর ও মাঝারি ধরনের মাটি অর্থাৎ হালকা বুনটের মাটি উত্তম, তবে বেলে দো-আঁশ মাটি সবচেয়ে উপযোগী।",সুপারি চাষের জন্য হালকা বুনটের মাটি উত্তম এবং বেলে দো-আঁশ মাটি সবচেয়ে উপযোগী।,8.71875,11.634765625,False,1.0,0.7647058823529412,1.0,0.9714285714285714,extractive,"সুপারি চাষের জন্য উর্বর ও মাঝারি ধরনের মাটি অর্থাৎ হালকা বুনটের মাটি উত্তম, তবে বেলে দো-আঁশ মাটি সবচেয়ে উপযোগী।",1.0,1.0
85,কাঁঠাল বিষয়ে বর্ষায় পানি নিষ্কাশন সম্পর্কে কী তথ্য আছে?,বর্ষা মৌসুমে বৃষ্টির পানি দ্রুত নিষ্কাশনের সুব্যবস্থা করা আবশ্যক।,বর্ষা মৌসুমে বৃষ্টির পানি দ্রুত নিষ্কাশনের সুব্যবস্থা করা আবশ্যক।,বর্ষা মৌসুমে বৃষ্টির পানি দ্রুত নিষ্কাশনের সুব্যবস্থা করা আবশ্যক।,-0.92578125,0.279296875,False,1.0,1.0,1.0,1.0,generative,বর্ষা মৌসুমে বৃষ্টির পানি দ্রুত নিষ্কাশনের সুব্যবস্থা করা আবশ্যক।,1.0,1.0
87,চিনা বপন বা রোপণে কী দূরত্ব রাখতে হয়?,৬-৮ সেমি দূরত্বে একটি করে চারা রেখে মাঝের চারাগুলো তুলে ফেলতে হবে।,সারিতে বুনলে দু'সারির মাঝে দূরত্ব রাখতে হবে ২০-৩০ সে.মি.।,৬-৮ সেমি দূরত্বে একটি করে চারা রেখে মাঝের চারাগুলো তুলে ফেলতে হবে।,-3.26953125,0.66796875,False,0.08,1.0,0.5,1.0,generative,৬-৮ সেমি দূরত্বে একটি করে চারা রেখে মাঝের চারাগুলো তুলে ফেলতে হবে।,1.0,1.0
97,অড়হর সম্পর্কে কাঁচা ফল সংগ্রহের সময় বিষয়ে কী বলা হয়েছে?,কাঁচা ফল সব্জি হিসাবে ব্যবহারের জন্য বীজ পরিপক্ক হওয়ার ৩০-৪০ দিন পূর্বে হাত দিয়ে তুলে ফল সংগ্রহ করা যায়।,সংগ্রহের সময়: বীজ বপনের ২৫০-২৬০ দিন পর (ফেব্রুয়ারী মাসের ২য় সপ্তাহ) অড়হর পরিপক্ক হয়।,কাঁচা ফল সব্জি হিসাবে ব্যবহারের জন্য বীজ পরিপক্ক হওয়ার ৩০-৪০ দিন পূর্বে হাত দিয়ে তুলে ফল সংগ্রহ করা যায়।,0.8251953125,1.669921875,False,0.17142857142857143,1.0,0.5531914893617021,1.0,generative,কাঁচা ফল সব্জি হিসাবে ব্যবহারের জন্য বীজ পরিপক্ক হওয়ার ৩০-৪০ দিন পূর্বে হাত দিয়ে তুলে ফল সংগ্রহ করা যায়।,1.0,1.0
98,মুখীকচু বপন বা রোপণে কী দূরত্ব রাখতে হয়?,একক সারি পদ্ধতিতে রোপণ দূরত্ব: ৬০ সেমি × ৩৫ সেমি।,একক সারি পদ্ধতিতে রোপণ দূরত্ব: ৬০ সেমি × ৩৫ সেমি।,একক সারি পদ্ধতিতে রোপণ দূরত্ব: ৬০ সেমি × ৩৫ সেমি। ডাবল সারি পদ্ধতিতে রোপণ দূরত্ব: ৭৫ সেমি × ৬০ সেমি।,-0.489990234375,1.777587890625,False,1.0,0.6666666666666666,1.0,1.0,generative,একক সারি পদ্ধতিতে রোপণ দূরত্ব: ৬০ সেমি × ৩৫ সেমি। ডাবল সারি পদ্ধতিতে রোপণ দূরত্ব: ৭৫ সেমি × ৬০ সেমি।,0.6666666666666666,1.0
102,মসুর অণুজীব সার সেচ ব্যবস্থাপনায় কী নির্দেশনা আছে?,জমিতে পর্যাপ্ত 'জো' না থাকলে বীজ বপনের পর জমিতে সেচ দিতে হবে।,"সার ও সেচ ব্যবস্থাপনা: চারা রোপণের কমপক্ষে ১০-১৫ দিন আগে গর্ত প্রতি ১০ কেজি পচা গোবর সার, ১১৫ গ্রাম টিএসপি, ১০০ গ্রাম এমওপি সার মিশিয়ে দিয়ে গর্ত ভরাট করে রেখে দিতে হয়।",জমিতে পর্যাপ্ত 'জো' না থাকলে বীজ বপনের পর জমিতে সেচ দিতে হবে।,-1.1875,3.078125,False,0.08888888888888888,1.0,0.3673469387755102,1.0,generative,জমিতে পর্যাপ্ত 'জো' না থাকলে বীজ বপনের পর জমিতে সেচ দিতে হবে।,1.0,1.0
110,অড়হর থেকে হেক্টরপ্রতি কত বীজ পাওয়া যায়?,অড়হর জাতের বীজের ফলন প্রতি হেক্টরে ১.৫-১.৮ টন।,অড়হর জাতের বীজের ফলন প্রতি হেক্টরে ১.৫-১.৮ টন।,প্রতি হেক্টরে ১ কেজি বীজের প্রয়োজন হবে।,5.94921875,7.2041015625,False,1.0,0.4444444444444444,1.0,0.7,extractive,অড়হর জাতের বীজের ফলন প্রতি হেক্টরে ১.৫-১.৮ টন।,1.0,1.0
111,পানিকচুর জলাবদ্ধতা ও পানি নিষ্কাশন সম্পর্কে কী নির্দেশনা আছে?,পানিকচু একটি জলজ উদ্ভিদ হলেও দীর্ঘ সময়ধরে জলাবদ্ধতা সহ্য করতে পারে না।,পানিকচু একটি জলজ উদ্ভিদ হলেও দীর্ঘ সময়ধরে জলাবদ্ধতা সহ্য করতে পারে না।,পানিকচু একটি জলজ উদ্ভিদ হলেও দীর্ঘ সময়ধরে জলাবদ্ধতা সহ্য করতে পারে না।,0.5966796875,1.76171875,False,1.0,1.0,1.0,1.0,generative,পানিকচু একটি জলজ উদ্ভিদ হলেও দীর্ঘ সময়ধরে জলাবদ্ধতা সহ্য করতে পারে না।,1.0,1.0
119,চিনার জমিতে পানি জমা ঠেকাতে কী করতে হবে?,সেচের পানি ক্ষেতে জমে যাতে ফসলের ক্ষতি করতে না পারে সে জন্য পানি নিষ্কাশনের ব্যবস্থা থাকা দরকার।,"চীনাবাদাম জলাবদ্ধতা সহ্য করতে পারেনা, বিধায় পানি নিষ্কাশনের জন্য সু-ব্যবস্থা থাকা বাঞ্ছনীয়।",চাষের পানি ক্ষেতে জমে যাতে ফসলের ক্ষতি করতে না পারে সে জন্য পানি নিষ্কাশনের ব্যবস্থা থাকা দরকার।,-1.1220703125,2.7080078125,False,0.4000000000000001,0.9411764705882353,0.6187845303867403,0.9777777777777777,generative,চাষের পানি ক্ষেতে জমে যাতে ফসলের ক্ষতি করতে না পারে সে জন্য পানি নিষ্কাশনের ব্যবস্থা থাকা দরকার।,0.9411764705882353,0.9777777777777777
121,বারি সুপারি-২-এর রোগ দমন বা সহনশীলতা সম্পর্কে কী বলা হয়েছে?,রোগ ও পোকামাকড়ের আক্রমণ অনেক কম পরিলক্ষিত হয়।,জাতটি স্বল্পমাত্রায় খরা ও রোগ সহনশীল।,বারি সুপারি-২ জাতটির রোগ ও পোকামাকড়ের আক্রমণ অনেক কম পরিলক্ষিত হয়।,-2.509765625,5.455078125,False,0.28571428571428575,0.8,0.40963855421686746,1.0,generative,বারি সুপারি-২ জাতটির রোগ ও পোকামাকড়ের আক্রমণ অনেক কম পরিলক্ষিত হয়।,0.8,1.0
138,কাসাভা সম্পর্কে কন্দের ফলন বিষয়ে কী বলা হয়েছে?,জাতটির কন্দের গড় ফলন ৫৪.৩১ টন/হেক্টর।,জাতটির কন্দের গড় ফলন ৫৪.৩১ টন/হেক্টর।,সঠিকভাবে পরিচর্যা করলে কন্দের ফলন হেক্টরপ্রতি ৪০-৬০ টন সহজেই পাওয়া সম্ভব।,0.80810546875,2.50537109375,False,1.0,0.3,1.0,0.52,generative,সঠিকভাবে পরিচর্যা করলে কন্দের ফলন হেক্টরপ্রতি ৪০-৬০ টন সহজেই পাওয়া সম্ভব।,0.3,0.52
140,চিয়া চাষে কতটি সেচ দিতে হবে?,ভাল ফলন পেতে হলে অবশ্যই ২-৩টি সেচ দিতে হবে।,চিয়া মূলত মরুভূমির উদ্ভিদ যা অল্প সেচে জন্মাতে পারে।,চিয়া চাষে অবশ্যই ২-৩টি সেচ দিতে হবে।,0.162353515625,0.46337890625,False,0.0,0.6666666666666665,0.4042553191489362,0.819672131147541,generative,চিয়া চাষে অবশ্যই ২-৩টি সেচ দিতে হবে।,0.6666666666666665,0.819672131147541
156,বারি আলু-১০১-এর শুষ্ক পদার্থের পরিমাণ কত?,শুষ্ক পদার্থ ২০% এর উপরে যা অনুকূল পরিবেশে ২১% পর্যন্ত হয়।,শুষ্ক পদার্থের পরিমাণ ২৯.৯৪ ± ১।,বারি আলু-১০১-এর শুষ্ক পদার্থের পরিমাণ তথ্য থাকে না।,1.716796875,0.2353515625,False,0.11764705882352942,0.1904761904761905,0.49411764705882355,0.5283018867924528,extractive,শুষ্ক পদার্থের পরিমাণ ২৯.৯৪ ± ১।,0.11764705882352942,0.49411764705882355
169,বারি অড়হর-১-এর কাণ্ডের বৈশিষ্ট্য কী?,গাছের কাণ্ড গোড়ার দিকে কাষ্ঠল বর্ণের এবং উপরের দিকে সবুজ।,অড়হরের জাত বারি অড়হর-১ বৈশিষ্ট্য গাছ খাড়া ও শক্ত এবং গাছের উচ্চতা ২-৩ মিটার।,গাছের কাণ্ড গোড়ার দিকে কাষ্ঠল বর্ণের এবং উপরের দিকে সবুজ।,5.78515625,12.37890625,False,0.15384615384615385,1.0,0.4153846153846154,1.0,extractive,অড়হরের জাত বারি অড়হর-১ বৈশিষ্ট্য গাছ খাড়া ও শক্ত এবং গাছের উচ্চতা ২-৩ মিটার।,0.15384615384615385,0.4153846153846154
175,সয়াবিন-রোপা আউশ-রোপা আমন ফসল বিন্যাসের সেচ ব্যবস্থাপনায় কী নির্দেশনা আছে?,সেচ প্রয়োগ: সয়াবিন: প্রথম সেচ বীজ বপনের ২০-২৫ দিনের মধ্যে (ফুল ধরার পূর্বে) এবং দ্বিতীয় সেচ বীজ বপনের ৫৫-৬০ দিনের মধ্যে (শুটি গঠনের সময়) দিতে হবে।,সেচ প্রয়োগ: সয়াবিন: প্রথম সেচ বীজ বপনের ২০-২৫ দিনের মধ্যে (ফুল ধরার পূর্বে) এবং দ্বিতীয় সেচ বীজ বপনের ৫৫-৬০ দিনের মধ্যে (শুটি গঠনের সময়) দিতে হবে।,সয়াবিন: প্রথম সেচ বীজ বপনের ২০-২৫ দিনের মধ্যে (ফুল ধরার পূর্বে) এবং দ্বিতীয় সেচ বীজ বপনের ৫৫-৬০ দিনের মধ্যে (শুটি গঠনের সময়) দিতে হবে।,1.298828125,4.357421875,False,1.0,0.962962962962963,1.0,1.0,extractive,সেচ প্রয়োগ: সয়াবিন: প্রথম সেচ বীজ বপনের ২০-২৫ দিনের মধ্যে (ফুল ধরার পূর্বে) এবং দ্বিতীয় সেচ বীজ বপনের ৫৫-৬০ দিনের মধ্যে (শুটি গঠনের সময়) দিতে হবে।,1.0,1.0
193,মাঠের ইঁদুর ব্যবস্থাপনা কীভাবে সংরক্ষণ করতে হবে?,তৈরিকৃত গোবরের বল ১ মাস পর্যন্ত প্লাস্টিক জারে সংরক্ষণ করে ব্যবহার করা যায়।,ইঁদুরের গর্তের মুখ পরিষ্কার করে ভিতরে গোবরের বল দিয়ে মুখ বন্ধ করে দিতে হয়।,তৈরিকৃত গোবরের বল ১ মাস পর্যন্ত প্লাস্টিক জারে সংরক্ষণ করে ব্যবহার করা যায়।,-6.03515625,2.10546875,False,0.22222222222222224,1.0,0.5070422535211268,1.0,generative,তৈরিকৃত গোবরের বল ১ মাস পর্যন্ত প্লাস্টিক জারে সংরক্ষণ করে ব্যবহার করা যায়।,1.0,1.0
199,বারি কফি-১-এর গাছের বৃদ্ধি ও শাখা-প্রশাখা সম্পর্কে কী বলা হয়েছে?,কফি গাছের সঠিক আকৃতি প্রদান এবং অপ্রয়োজনীয় ডালপালা সরানোর জন্য ছাটাই করা হয়।,গাছ কিছুটা খাড়া প্রকৃতির ও শাখা প্রশাখা বেশি।,বারি কফি-১ এর গাছ সঠিক আকৃতি প্রদান এবং অপ্রয়োজনীয় ডালপালা সরানোর জন্য ছাটাই করা হয়।,-2.8203125,0.337890625,False,0.0,0.8275862068965517,0.32520325203252026,0.96,generative,বারি কফি-১ এর গাছ সঠিক আকৃতি প্রদান এবং অপ্রয়োজনীয় ডালপালা সরানোর জন্য ছাটাই করা হয়।,0.8275862068965517,0.96
